idevent;_CarrierDelay;_WeatherDelay;_NASDelay
1201;517.0;3;39.00
1202;391.0;2;51.00
1203;557.0;3;25.00
1204;500.0;3;55.00
1205;542.0;3;81.00
1206;359.0;2;23.00
1207;770.0;4;100.00
1208;752.0;4;0.00
1209;212.0;1;54.00
1210;623.0;3;125.00
1211;752.0;4;40.00
1212;84.0;1;39.00
1213;751.0;4;0.00
1214;844.0;4;171.00
1215;984.0;4;47.00
1216;77.0;1;256.00
1217;421.0;2;0.00
1218;196.0;1;24.00
1219;192.0;1;15.00
1220;483.0;2;79.00
1221;1195.0;5;25.00
1222;212.0;1;80.00
1223;483.0;2;123.00
1224;606.0;3;62.00
1225;582.0;3;217.00
1226;516.0;3;43.00
1227;1162.0;5;24.00
1228;649.0;3;148.00
1229;250.0;2;15.00
1230;280.0;2;32.00
1231;1492.0;6;19.00
1232;804.0;4;
1233;1385.0;6;23.00
1234;522.0;3;31.00
1235;299.0;2;15.00
1236;737.0;3;23.00
1237;196.0;1;171.00
1238;359.0;2;26.00
1239;516.0;3;21.00
1240;516.0;3;283.00
1241;84.0;1;195.00
1242;230.0;1;27.00
1243;902.0;4;31.00
1244;541.0;3;17.00
1245;119.0;1;27.00
1246;339.0;2;33.00
1247;156.0;1;77.00
1248;420.0;2;40.00
1249;463.0;2;26.00
1250;199.0;1;0.00
1251;577.0;3;56.00
1252;1236.0;5;107.00
1253;196.0;1;56.00
1254;266.0;2;40.00
1255;152.0;1;149.00
1256;300.0;2;30.00
1257;588.0;3;91.00
1258;237.0;1;91.00
1259;517.0;3;21.00
1260;383.0;2;41.00
1261;90.0;1;139.00
1262;604.0;3;36.00
1263;84.0;1;223.00
1264;444.0;2;21.00
1265;735.0;3;
1266;431.0;2;
1267;475.0;2;
1268;738.0;3;
1269;507.0;3;
1270;701.0;3;
1271;461.0;2;
1272;1094.0;5;
1273;893.0;4;
1274;435.0;2;
1275;846.0;4;
1276;235.0;1;37.00
1277;859.0;4;
1278;677.0;3;
1279;873.0;4;
1280;592.0;3;
1281;624.0;3;
1282;493.0;2;
1283;433.0;2;
1284;425.0;2;
1285;351.0;2;
1286;552.0;3;
1287;539.0;3;
1288;396.0;2;
1289;227.0;1;
1290;268.0;2;
1291;509.0;3;
1292;551.0;3;35.00
1293;67.0;1;
1294;868.0;4;
1295;312.0;2;
1296;482.0;2;
1297;601.0;3;
1298;701.0;3;18.00
1299;642.0;3;
1300;1009.0;5;
1301;1330.0;6;
1302;261.0;2;
1303;705.0;3;
1304;834.0;4;
1305;1283.0;6;
1306;862.0;4;26.00
1307;1187.0;5;
1308;1187.0;5;0.00
1309;1371.0;6;
1310;1211.0;5;
1311;715.0;3;
1312;175.0;1;
1313;475.0;2;0.00
1314;1095.0;5;
1315;355.0;2;
1316;1022.0;5;
1317;621.0;3;
1318;435.0;2;18.00
1319;773.0;4;0.00
1320;408.0;2;
1321;268.0;2;0.00
1322;409.0;2;42.00
1323;551.0;3;
1324;334.0;2;53.00
1325;224.0;1;21.00
1326;491.0;2;
1327;1022.0;5;81.00
1328;482.0;2;46.00
1329;853.0;4;
1330;282.0;2;
1331;1379.0;6;
1332;607.0;3;287.00
1333;491.0;2;0.00
1334;337.0;2;
1335;738.0;3;0.00
1336;773.0;4;165.00
1337;954.0;4;28.00
1338;174.0;1;0.00
1339;235.0;1;111.00
1340;873.0;4;32.00
1341;109.0;1;65.00
1342;859.0;4;29.00
1343;491.0;2;24.00
1344;557.0;3;65.00
1345;419.0;2;20.00
1346;419.0;2;
1347;174.0;1;51.00
1348;1022.0;5;60.00
1349;748.0;3;21.00
1350;695.0;3;
1351;351.0;2;66.00
1352;308.0;2;84.00
1353;451.0;2;64.00
1354;738.0;3;19.00
1355;539.0;3;0.00
1356;735.0;3;240.00
1357;137.0;1;28.00
1358;846.0;4;0.00
1359;235.0;1;31.00
1360;719.0;3;
1361;1371.0;6;41.00
1362;693.0;3;21.00
1363;1379.0;6;19.00
1364;435.0;2;0.00
1365;592.0;3;0.00
1366;157.0;1;133.00
1367;489.0;2;298.00
1368;190.0;1;26.00
1369;812.0;4;0.00
1370;701.0;3;26.00
1371;337.0;2;19.00
1372;862.0;4;
1373;773.0;4;
1374;922.0;4;
1375;264.0;2;37.00
1376;1007.0;5;
1377;701.0;3;22.00
1378;1022.0;5;0.00
1379;693.0;3;49.00
1380;592.0;3;22.00
1381;493.0;2;17.00
1382;463.0;2;29.00
1383;438.0;2;18.00
1384;735.0;3;0.00
1385;1162.0;5;23.00
1386;846.0;4;25.00
1387;67.0;1;0.00
1388;853.0;4;0.00
1389;482.0;2;15.00
1390;461.0;2;0.00
1391;695.0;3;0.00
1392;282.0;2;23.00
1393;282.0;2;0.00
1394;705.0;3;29.00
1395;451.0;2;22.00
1396;315.0;2;0.00
1397;235.0;1;63.00
1398;312.0;2;49.00
1399;164.0;1;
1400;701.0;3;0.00
1401;695.0;3;17.00
1402;261.0;2;25.00
1403;624.0;3;0.00
1404;737.0;3;27.00
1405;312.0;2;0.00
1406;247.0;1;
1407;109.0;1;16.00
1408;507.0;3;0.00
1409;642.0;3;0.00
1410;408.0;2;0.00
1411;369.0;2;89.00
1412;1095.0;5;0.00
1413;373.0;2;107.00
1414;715.0;3;0.00
1415;693.0;3;126.00
1416;473.0;2;
1417;227.0;1;0.00
1418;235.0;1;75.00
1419;509.0;3;0.00
1420;509.0;3;305.00
1421;482.0;2;0.00
1422;861.0;4;0.00
1423;491.0;2;223.00
1424;646.0;3;0.00
1425;137.0;1;55.00
1426;849.0;4;35.00
1427;551.0;3;0.00
1428;861.0;4;
1429;451.0;2;0.00
1430;1007.0;5;222.00
1431;473.0;2;0.00
1432;748.0;3;0.00
1433;607.0;3;121.00
1434;431.0;2;128.00
1435;1007.0;5;18.00
1436;137.0;1;44.00
1437;601.0;3;0.00
1438;522.0;3;42.00
1439;409.0;2;19.00
1440;480.0;2;
1441;508.0;3;
1442;387.0;2;
1443;447.0;2;
1444;618.0;3;
1445;417.0;2;35.00
1446;372.0;2;63.00
1447;129.0;1;16.00
1448;1132.0;5;
1449;375.0;2;
1450;447.0;2;17.00
1451;417.0;2;
1452;236.0;1;26.00
1453;626.0;3;
1454;626.0;3;91.00
1455;479.0;2;
1456;1164.0;5;
1457;891.0;4;36.00
1458;769.0;4;
1459;605.0;3;
1460;447.0;2;25.00
1461;1216.0;5;0.00
1462;626.0;3;0.00
1463;1027.0;5;30.00
1464;522.0;3;102.00
1465;599.0;3;78.00
1466;209.0;1;472.00
1467;769.0;4;17.00
1468;891.0;4;
1469;1164.0;5;0.00
1470;1476.0;6;
1471;400.0;2;
1472;828.0;4;0.00
1473;618.0;3;0.00
1474;828.0;4;63.00
1475;129.0;1;
1476;550.0;3;20.00
1477;447.0;2;0.00
1478;1132.0;5;48.00
1479;480.0;2;0.00
1480;626.0;3;19.00
1481;908.0;4;
1482;314.0;2;
1483;523.0;3;
1484;236.0;1;29.00
1485;1770.0;8;0.00
1486;1027.0;5;
1487;263.0;2;
1488;1504.0;7;20.00
1489;417.0;2;0.00
1490;314.0;2;0.00
1491;1164.0;5;17.00
1492;550.0;3;23.00
1493;672.0;3;
1494;1770.0;8;15.00
1495;1770.0;8;
1496;1504.0;7;0.00
1497;626.0;3;52.00
1498;748.0;3;17.00
1499;626.0;3;223.00
1500;769.0;4;0.00
1501;337.0;2;32.00
1502;750.0;4;
1503;414.0;2;
1504;956.0;4;
1505;1504.0;7;19.00
1506;674.0;3;18.00
1507;236.0;1;18.00
1508;807.0;4;17.00
1509;1476.0;6;84.00
1510;737.0;3;15.00
1511;308.0;2;18.00
1512;421.0;2;100.00
1513;337.0;2;31.00
1514;1660.0;7;
1515;1216.0;5;
1516;726.0;3;23.00
1517;1476.0;6;0.00
1518;129.0;1;24.00
1519;621.0;3;20.00
1520;621.0;3;0.00
1521;337.0;2;18.00
1522;263.0;2;0.00
1523;674.0;3;20.00
1524;337.0;2;43.00
1525;630.0;3;48.00
1526;400.0;2;155.00
1527;522.0;3;327.00
1528;337.0;2;28.00
1529;1132.0;5;0.00
1530;1164.0;5;21.00
1531;689.0;3;31.00
1532;400.0;2;15.00
1533;337.0;2;77.00
1534;236.0;1;61.00
1535;337.0;2;0.00
1536;447.0;2;40.00
1537;1132.0;5;18.00
1538;508.0;3;23.00
1539;314.0;2;159.00
1540;447.0;2;18.00
1541;749.0;3;
1542;590.0;3;19.00
1543;750.0;4;0.00
1544;750.0;4;28.00
1545;1504.0;7;17.00
1546;807.0;4;0.00
1547;807.0;4;21.00
1548;621.0;3;34.00
1549;447.0;2;71.00
1550;417.0;2;46.00
1551;400.0;2;0.00
1552;387.0;2;0.00
1553;1476.0;6;21.00
1554;209.0;1;0.00
1555;209.0;1;64.00
1556;689.0;3;16.00
1557;522.0;3;17.00
1558;1660.0;7;17.00
1559;679.0;3;
1560;891.0;4;82.00
1561;689.0;3;17.00
1562;621.0;3;18.00
1563;630.0;3;142.00
1564;1660.0;7;0.00
1565;433.0;2;0.00
1566;508.0;3;0.00
1567;421.0;2;52.00
1568;726.0;3;16.00
1569;236.0;1;20.00
1570;1660.0;7;29.00
1571;828.0;4;
1572;447.0;2;70.00
1573;400.0;2;43.00
1574;769.0;4;29.00
1575;375.0;2;108.00
1576;605.0;3;0.00
1577;480.0;2;18.00
1578;1164.0;5;29.00
1579;828.0;4;26.00
1580;1132.0;5;20.00
1581;1132.0;5;45.00
1582;630.0;3;92.00
1583;447.0;2;15.00
1584;689.0;3;30.00
1585;672.0;3;0.00
1586;1770.0;8;21.00
1587;337.0;2;53.00
1588;447.0;2;31.00
1589;1476.0;6;68.00
1590;1504.0;7;24.00
1591;314.0;2;45.00
1592;1164.0;5;16.00
1593;737.0;3;38.00
1594;748.0;3;16.00
1595;945.0;4;
1596;626.0;3;34.00
1597;337.0;2;26.00
1598;672.0;3;51.00
1599;1770.0;8;16.00
1600;689.0;3;33.00
1601;674.0;3;15.00
1602;447.0;2;26.00
1603;421.0;2;48.00
1604;375.0;2;0.00
1605;375.0;2;22.00
1606;902.0;4;0.00
1607;1504.0;7;87.00
1608;674.0;3;54.00
1609;689.0;3;92.00
1610;314.0;2;100.00
1611;523.0;3;0.00
1612;630.0;3;19.00
1613;1504.0;7;15.00
1614;1476.0;6;20.00
1615;1216.0;5;21.00
1616;672.0;3;18.00
1617;945.0;4;35.00
1618;447.0;2;43.00
1619;480.0;2;19.00
1620;447.0;2;22.00
1621;1476.0;6;42.00
1622;618.0;3;141.00
1623;672.0;3;64.00
1624;479.0;2;0.00
1625;748.0;3;124.00
1626;749.0;3;135.00
1627;626.0;3;31.00
1628;933.0;4;
1629;933.0;4;0.00
1630;891.0;4;0.00
1631;337.0;2;16.00
1632;1164.0;5;19.00
1633;621.0;3;26.00
1634;1164.0;5;81.00
1635;828.0;4;18.00
1636;748.0;3;18.00
1637;618.0;3;23.00
1638;1216.0;5;17.00
1639;750.0;4;22.00
1640;769.0;4;23.00
1641;674.0;3;33.00
1642;621.0;3;15.00
1643;1504.0;7;50.00
1644;1132.0;5;103.00
1645;630.0;3;21.00
1646;630.0;3;26.00
1647;447.0;2;21.00
1648;433.0;2;23.00
1649;769.0;4;24.00
1650;737.0;3;33.00
1651;447.0;2;64.00
1652;599.0;3;22.00
1653;737.0;3;22.00
1654;480.0;2;29.00
1655;417.0;2;139.00
1656;1660.0;7;24.00
1657;447.0;2;19.00
1658;1504.0;7;26.00
1659;626.0;3;24.00
1660;1476.0;6;65.00
1661;1164.0;5;155.00
1662;630.0;3;15.00
1663;447.0;2;34.00
1664;421.0;2;76.00
1665;902.0;4;20.00
1666;417.0;2;101.00
1667;674.0;3;19.00
1668;630.0;3;41.00
1669;630.0;3;30.00
1670;421.0;2;20.00
1671;674.0;3;34.00
1672;807.0;4;19.00
1673;1660.0;7;26.00
1674;748.0;3;216.00
1675;447.0;2;72.00
1676;1164.0;5;37.00
1677;337.0;2;62.00
1678;417.0;2;71.00
1679;674.0;3;28.00
1680;679.0;3;38.00
1681;314.0;2;16.00
1682;236.0;1;27.00
1683;689.0;3;18.00
1684;209.0;1;27.00
1685;308.0;2;22.00
1686;1504.0;7;21.00
1687;626.0;3;15.00
1688;480.0;2;387.00
1689;1476.0;6;59.00
1690;1504.0;7;70.00
1691;630.0;3;20.00
1692;749.0;3;0.00
1693;630.0;3;37.00
1694;1504.0;7;39.00
1695;945.0;4;0.00
1696;674.0;3;133.00
1697;1660.0;7;39.00
1698;618.0;3;19.00
1699;550.0;3;39.00
1700;522.0;3;15.00
1701;689.0;3;39.00
1702;480.0;2;15.00
1703;626.0;3;26.00
1704;421.0;2;33.00
1705;1660.0;7;44.00
1706;689.0;3;24.00
1707;828.0;4;17.00
1708;626.0;3;30.00
1709;308.0;2;17.00
1710;908.0;4;18.00
1711;550.0;3;42.00
1712;737.0;3;37.00
1713;314.0;2;28.00
1714;1476.0;6;16.00
1715;337.0;2;17.00
1716;1504.0;7;51.00
1717;399.0;2;34.00
1718;297.0;2;
1719;840.0;4;
1720;352.0;2;
1721;347.0;2;
1722;449.0;2;
1723;231.0;1;43.00
1724;231.0;1;28.00
1725;531.0;3;
1726;525.0;3;
1727;393.0;2;
1728;172.0;1;
1729;866.0;4;0.00
1730;862.0;4;0.00
1731;188.0;1;
1732;489.0;2;22.00
1733;1254.0;6;
1734;574.0;3;32.00
1735;453.0;2;
1736;521.0;3;
1737;574.0;3;
1738;399.0;2;30.00
1739;700.0;3;
1740;402.0;2;
1741;155.0;1;
1742;383.0;2;45.00
1743;546.0;3;
1744;222.0;1;
1745;252.0;2;95.00
1746;448.0;2;
1747;622.0;3;
1748;223.0;1;0.00
1749;529.0;3;
1750;537.0;3;
1751;1050.0;5;
1752;399.0;2;
1753;371.0;2;
1754;144.0;1;
1755;488.0;2;18.00
1756;1034.0;5;
1757;231.0;1;
1758;508.0;3;45.00
1759;525.0;3;97.00
1760;1008.0;5;
1761;311.0;2;
1762;448.0;2;0.00
1763;529.0;3;219.00
1764;386.0;2;
1765;694.0;3;
1766;223.0;1;129.00
1767;306.0;2;
1768;332.0;2;29.00
1769;306.0;2;23.00
1770;537.0;3;0.00
1771;383.0;2;58.00
1772;503.0;3;
1773;503.0;3;17.00
1774;558.0;3;
1775;488.0;2;339.00
1776;1156.0;5;
1777;926.0;4;
1778;626.0;3;18.00
1779;236.0;1;28.00
1780;575.0;3;
1781;489.0;2;19.00
1782;95.0;1;
1783;332.0;2;
1784;610.0;3;
1785;252.0;2;
1786;537.0;3;31.00
1787;537.0;3;60.00
1788;287.0;2;
1789;207.0;1;
1790;622.0;3;0.00
1791;237.0;1;16.00
1792;374.0;2;
1793;440.0;2;
1794;700.0;3;20.00
1795;387.0;2;17.00
1796;234.0;1;
1797;834.0;4;26.00
1798;411.0;2;
1799;236.0;1;16.00
1800;525.0;3;15.00
1801;188.0;1;25.00
1802;615.0;3;
1803;232.0;1;
1804;866.0;4;
1805;391.0;2;40.00
1806;337.0;2;57.00
1807;402.0;2;29.00
1808;549.0;3;
1809;222.0;1;39.00
1810;1087.0;5;
1811;488.0;2;
1812;1304.0;6;
1813;252.0;2;50.00
1814;98.0;1;
1815;926.0;4;19.00
1816;574.0;3;17.00
1817;440.0;2;221.00
1818;224.0;1;105.00
1819;237.0;1;58.00
1820;257.0;2;
1821;358.0;2;
1822;553.0;3;
1823;114.0;1;
1824;272.0;2;
1825;198.0;1;
1826;306.0;2;130.00
1827;626.0;3;60.00
1828;223.0;1;396.00
1829;308.0;2;58.00
1830;223.0;1;120.00
1831;411.0;2;34.00
1832;119.0;1;95.00
1833;393.0;2;0.00
1834;297.0;2;0.00
1835;840.0;4;145.00
1836;605.0;3;21.00
1837;188.0;1;23.00
1838;371.0;2;0.00
1839;119.0;1;50.00
1840;383.0;2;163.00
1841;157.0;1;699.00
1842;243.0;1;
1843;284.0;2;
1844;252.0;2;0.00
1845;301.0;2;
1846;449.0;2;0.00
1847;223.0;1;28.00
1848;449.0;2;21.00
1849;493.0;2;61.00
1850;236.0;1;80.00
1851;1034.0;5;0.00
1852;290.0;2;
1853;332.0;2;0.00
1854;332.0;2;124.00
1855;610.0;3;0.00
1856;677.0;3;63.00
1857;287.0;2;0.00
1858;503.0;3;36.00
1859;255.0;2;
1860;174.0;1;32.00
1861;199.0;1;33.00
1862;320.0;2;
1863;221.0;1;24.00
1864;344.0;2;
1865;297.0;2;103.00
1866;373.0;2;54.00
1867;201.0;1;0.00
1868;383.0;2;20.00
1869;128.0;1;
1870;545.0;3;
1871;76.0;1;
1872;237.0;1;129.00
1873;129.0;1;37.00
1874;337.0;2;30.00
1875;223.0;1;409.00
1876;393.0;2;37.00
1877;188.0;1;63.00
1878;349.0;2;18.00
1879;223.0;1;24.00
1880;308.0;2;25.00
1881;155.0;1;0.00
1882;207.0;1;20.00
1883;588.0;3;24.00
1884;373.0;2;18.00
1885;622.0;3;91.00
1886;391.0;2;261.00
1887;304.0;2;52.00
1888;320.0;2;42.00
1889;306.0;2;65.00
1890;297.0;2;41.00
1891;575.0;3;0.00
1892;370.0;2;21.00
1893;700.0;3;71.00
1894;74.0;1;
1895;347.0;2;39.00
1896;347.0;2;75.00
1897;677.0;3;50.00
1898;282.0;2;196.00
1899;449.0;2;143.00
1900;525.0;3;17.00
1901;188.0;1;84.00
1902;155.0;1;23.00
1903;1034.0;5;84.00
1904;228.0;1;33.00
1905;231.0;1;31.00
1906;228.0;1;18.00
1907;188.0;1;109.00
1908;296.0;2;41.00
1909;296.0;2;38.00
1910;332.0;2;61.00
1911;222.0;1;17.00
1912;144.0;1;177.00
1913;282.0;2;129.00
1914;726.0;3;26.00
1915;537.0;3;132.00
1916;695.0;3;101.00
1917;695.0;3;107.00
1918;232.0;1;0.00
1919;862.0;4;22.00
1920;144.0;1;0.00
1921;1156.0;5;0.00
1922;1050.0;5;25.00
1923;625.0;3;
1924;297.0;2;37.00
1925;440.0;2;25.00
1926;834.0;4;0.00
1927;282.0;2;118.00
1928;1034.0;5;24.00
1929;1034.0;5;19.00
1930;337.0;2;49.00
1931;337.0;2;24.00
1932;956.0;4;0.00
1933;1034.0;5;16.00
1934;1008.0;5;0.00
1935;370.0;2;31.00
1936;282.0;2;108.00
1937;668.0;3;0.00
1938;120.0;1;24.00
1939;393.0;2;31.00
1940;449.0;2;59.00
1941;1008.0;5;94.00
1942;383.0;2;54.00
1943;332.0;2;158.00
1944;370.0;2;18.00
1945;488.0;2;0.00
1946;622.0;3;163.00
1947;537.0;3;102.00
1948;237.0;1;38.00
1949;297.0;2;17.00
1950;1050.0;5;63.00
1951;370.0;2;75.00
1952;370.0;2;57.00
1953;287.0;2;118.00
1954;677.0;3;58.00
1955;119.0;1;25.00
1956;188.0;1;62.00
1957;308.0;2;29.00
1958;588.0;3;54.00
1959;235.0;1;29.00
1960;501.0;3;85.00
1961;144.0;1;662.00
1962;584.0;3;
1963;373.0;2;41.00
1964;784.0;4;31.00
1965;537.0;3;34.00
1966;411.0;2;229.00
1967;489.0;2;26.00
1968;371.0;2;25.00
1969;257.0;2;28.00
1970;223.0;1;122.00
1971;668.0;3;111.00
1972;95.0;1;0.00
1973;297.0;2;51.00
1974;374.0;2;174.00
1975;696.0;3;187.00
1976;501.0;3;25.00
1977;383.0;2;102.00
1978;349.0;2;1071.00
1979;120.0;1;191.00
1980;144.0;1;18.00
1981;393.0;2;350.00
1982;282.0;2;155.00
1983;234.0;1;16.00
1984;531.0;3;0.00
1985;726.0;3;36.00
1986;129.0;1;23.00
1987;440.0;2;17.00
1988;866.0;4;65.00
1989;391.0;2;39.00
1990;451.0;2;39.00
1991;1008.0;5;26.00
1992;456.0;2;17.00
1993;456.0;2;16.00
1994;726.0;3;35.00
1995;374.0;2;24.00
1996;448.0;2;18.00
1997;144.0;1;17.00
1998;95.0;1;129.00
1999;282.0;2;17.00
2000;207.0;1;65.00
2001;201.0;1;29.00
2002;207.0;1;107.00
2003;545.0;3;87.00
2004;449.0;2;36.00
2005;529.0;3;48.00
2006;503.0;3;64.00
2007;237.0;1;15.00
2008;371.0;2;230.00
2009;553.0;3;30.00
2010;449.0;2;16.00
2011;748.0;3;38.00
2012;625.0;3;23.00
2013;1034.0;5;34.00
2014;386.0;2;32.00
2015;449.0;2;90.00
2016;651.0;3;95.00
2017;387.0;2;16.00
2018;604.0;3;19.00
2019;231.0;1;18.00
2020;726.0;3;15.00
2021;284.0;2;333.00
2022;488.0;2;19.00
2023;200.0;1;
2024;488.0;2;51.00
2025;287.0;2;16.00
2026;190.0;1;64.00
2027;625.0;3;134.00
2028;489.0;2;51.00
2029;737.0;3;24.00
2030;306.0;2;108.00
2031;615.0;3;36.00
2032;549.0;3;27.00
2033;610.0;3;96.00
2034;349.0;2;74.00
2035;207.0;1;67.00
2036;352.0;2;0.00
2037;411.0;2;55.00
2038;529.0;3;0.00
2039;337.0;2;22.00
2040;451.0;2;137.00
2041;440.0;2;0.00
2042;862.0;4;51.00
2043;172.0;1;140.00
2044;311.0;2;0.00
2045;448.0;2;31.00
2046;615.0;3;38.00
2047;588.0;3;15.00
2048;236.0;1;0.00
2049;448.0;2;26.00
2050;677.0;3;140.00
2051;610.0;3;54.00
2052;235.0;1;80.00
2053;546.0;3;15.00
2054;488.0;2;173.00
2055;337.0;2;344.00
2056;374.0;2;20.00
2057;553.0;3;0.00
2058;190.0;1;49.00
2059;1034.0;5;59.00
2060;834.0;4;22.00
2061;196.0;1;81.00
2062;196.0;1;54.00
2063;503.0;3;50.00
2064;840.0;4;197.00
2065;393.0;2;121.00
2066;926.0;4;49.00
2067;926.0;4;141.00
2068;129.0;1;0.00
2069;448.0;2;86.00
2070;188.0;1;74.00
2071;1008.0;5;23.00
2072;1008.0;5;18.00
2073;399.0;2;46.00
2074;387.0;2;21.00
2075;399.0;2;0.00
2076;284.0;2;0.00
2077;461.0;2;39.00
2078;626.0;3;113.00
2079;601.0;3;125.00
2080;574.0;3;0.00
2081;926.0;4;113.00
2082;622.0;3;126.00
2083;76.0;1;221.00
2084;1050.0;5;19.00
2085;553.0;3;34.00
2086;199.0;1;110.00
2087;150.0;1;16.00
2088;304.0;2;
2089;235.0;1;57.00
2090;235.0;1;56.00
2091;436.0;2;89.00
2092;174.0;1;120.00
2093;199.0;1;134.00
2094;524.0;3;48.00
2095;221.0;1;41.00
2096;630.0;3;193.00
2097;209.0;1;163.00
2098;1048.0;5;23.00
2099;120.0;1;67.00
2100;483.0;2;124.00
2101;838.0;4;
2102;623.0;3;22.00
2103;848.0;4;115.00
2104;844.0;4;35.00
2105;620.0;3;31.00
2106;372.0;2;82.00
2107;349.0;2;24.00
2108;1083.0;5;93.00
2109;587.0;3;0.00
2110;1083.0;5;22.00
2111;781.0;4;19.00
2112;1013.0;5;25.00
2113;409.0;2;38.00
2114;896.0;4;109.00
2115;1352.0;6;53.00
2116;844.0;4;30.00
2117;1195.0;5;238.00
2118;86.0;1;17.00
2119;599.0;3;16.00
2120;458.0;2;21.00
2121;73.0;1;89.00
2122;984.0;4;92.00
2123;1195.0;5;43.00
2124;1162.0;5;37.00
2125;770.0;4;47.00
2126;1269.0;6;95.00
2127;1414.0;6;19.00
2128;472.0;2;17.00
2129;522.0;3;286.00
2130;1026.0;5;28.00
2131;850.0;4;55.00
2132;235.0;1;103.00
2133;763.0;4;42.00
2134;235.0;1;97.00
2135;557.0;3;37.00
2136;221.0;1;105.00
2137;737.0;3;55.00
2138;1437.0;6;17.00
2139;1123.0;5;56.00
2140;1278.0;6;15.00
2141;693.0;3;24.00
2142;781.0;4;35.00
2143;770.0;4;15.00
2144;137.0;1;34.00
2145;524.0;3;18.00
2146;73.0;1;81.00
2147;140.0;1;
2148;807.0;4;15.00
2149;911.0;4;23.00
2150;1337.0;6;20.00
2151;902.0;4;51.00
2152;212.0;1;17.00
2153;1024.0;5;65.00
2154;192.0;1;20.00
2155;733.0;3;17.00
2156;409.0;2;68.00
2157;1437.0;6;19.00
2158;760.0;4;37.00
2159;872.0;4;16.00
2160;954.0;4;15.00
2161;588.0;3;29.00
2162;152.0;1;67.00
2163;73.0;1;73.00
2164;296.0;2;85.00
2165;296.0;2;39.00
2166;235.0;1;38.00
2167;606.0;3;55.00
2168;833.0;4;15.00
2169;693.0;3;45.00
2170;125.0;1;37.00
2171;522.0;3;37.00
2172;1162.0;5;38.00
2173;137.0;1;72.00
2174;1024.0;5;20.00
2175;612.0;3;52.00
2176;826.0;4;25.00
2177;599.0;3;83.00
2178;984.0;4;56.00
2179;1024.0;5;27.00
2180;1236.0;5;73.00
2181;1162.0;5;54.00
2182;212.0;1;70.00
2183;913.0;4;42.00
2184;674.0;3;23.00
2185;1083.0;5;118.00
2186;748.0;3;22.00
2187;250.0;2;186.00
2188;1437.0;6;22.00
2189;577.0;3;18.00
2190;1437.0;6;248.00
2191;649.0;3;70.00
2192;1652.0;7;23.00
2193;599.0;3;89.00
2194;125.0;1;28.00
2195;300.0;2;25.00
2196;1447.0;6;
2197;522.0;3;30.00
2198;612.0;3;15.00
2199;1048.0;5;0.00
2200;1014.0;5;46.00
2201;1024.0;5;30.00
2202;657.0;3;23.00
2203;125.0;1;110.00
2204;678.0;3;
2205;838.0;4;39.00
2206;896.0;4;23.00
2207;73.0;1;24.00
2208;616.0;3;19.00
2209;1352.0;6;
2210;1414.0;6;33.00
2211;848.0;4;15.00
2212;1208.0;5;18.00
2213;125.0;1;34.00
2214;137.0;1;193.00
2215;883.0;4;34.00
2216;360.0;2;58.00
2217;1014.0;5;28.00
2218;296.0;2;124.00
2219;643.0;3;16.00
2220;1013.0;5;271.00
2221;850.0;4;20.00
2222;849.0;4;15.00
2223;125.0;1;163.00
2224;391.0;2;147.00
2225;495.0;2;127.00
2226;768.0;4;156.00
2227;150.0;1;22.00
2228;360.0;2;23.00
2229;359.0;2;52.00
2230;466.0;2;16.00
2231;770.0;4;126.00
2232;1482.0;6;22.00
2233;844.0;4;39.00
2234;589.0;3;17.00
2235;429.0;2;54.00
2236;329.0;2;0.00
2237;588.0;3;33.00
2238;833.0;4;18.00
2239;258.0;2;123.00
2240;212.0;1;68.00
2241;501.0;3;83.00
2242;826.0;4;189.00
2243;406.0;2;0.00
2244;826.0;4;0.00
2245;620.0;3;0.00
2246;1195.0;5;19.00
2247;86.0;1;37.00
2248;157.0;1;23.00
2249;266.0;2;46.00
2250;212.0;1;33.00
2251;451.0;2;37.00
2252;501.0;3;77.00
2253;300.0;2;41.00
2254;456.0;2;20.00
2255;1269.0;6;29.00
2256;578.0;3;81.00
2257;342.0;2;94.00
2258;91.0;1;18.00
2259;296.0;2;19.00
2260;463.0;2;69.00
2261;429.0;2;48.00
2262;627.0;3;16.00
2263;196.0;1;57.00
2264;849.0;4;17.00
2265;849.0;4;23.00
2266;809.0;4;74.00
2267;462.0;2;135.00
2268;458.0;2;18.00
2269;666.0;3;
2270;329.0;2;156.00
2271;674.0;3;55.00
2272;500.0;3;32.00
2273;752.0;4;212.00
2274;964.0;4;47.00
2275;627.0;3;103.00
2276;588.0;3;84.00
2277;463.0;2;18.00
2278;289.0;2;0.00
2279;123.0;1;15.00
2280;113.0;1;35.00
2281;931.0;4;33.00
2282;316.0;2;51.00
2283;848.0;4;90.00
2284;292.0;2;24.00
2285;517.0;3;19.00
2286;752.0;4;219.00
2287;557.0;3;24.00
2288;349.0;2;0.00
2289;516.0;3;48.00
2290;623.0;3;88.00
2291;326.0;2;83.00
2292;329.0;2;23.00
2293;501.0;3;37.00
2294;583.0;3;103.00
2295;359.0;2;16.00
2296;483.0;2;99.00
2297;588.0;3;163.00
2298;896.0;4;17.00
2299;370.0;2;26.00
2300;896.0;4;24.00
2301;462.0;2;55.00
2302;936.0;4;0.00
2303;212.0;1;36.00
2304;902.0;4;38.00
2305;409.0;2;86.00
